Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings
Ranarangam,2019.0,UA,"Action, Drama            ",    Deva (Sharwanand) is a powerful gangster from Visakhapatnam who moves to Spain to put his past behind him. But what happens when he realises he can't shake off his enemies no matter where he goes?,138,5.9,368
Mukunda,2014.0,UA,Family            ,"    Mukunda, a careless youngster, makes it a part of his daily routine to fight for his friend Arjun who often gets into trouble. One day, he gets into a fight with the chief of his village and competes in elections against him.",142,5.7,367
Kirrak Party,2018.0,UA,Comedy            ,    Krishna a first year student meets Meera a second year student and daughter of a police officer. Everyone in the campus likes Meera and even Krishna's friend. But Meera gets close to ...                See full summary »,165,5.7,361
Chenna Kesava Reddy,2002.0,UA,"Action, Drama            ",    The rivalry between a son and father who has their own principals of justice and revenge.,143,6.0,360
Sarocharu,2012.0,U,"Drama, Romance            ","    Sandhyaa Arun(Kajal Aggarwal) is a student who is madly in love with Karthik (Ravi Teja), a techie based in Italy. She decides to travel with him to India, confident that the travel time ...                See full summary »",137,4.7,358
Nadunisi Naaygal,2011.0,,"Mystery, Thriller            ","    Having suffered sexual abuse as a child, Veera grows into a Psycho obsessed with sex and kills for pleasure.",120,4.6,357
Nagavalli,2010.0,,"Action, Fantasy, Thriller            ","    Nagavalli is a 2012 Indian Kannada film, directed by Kumar and produced by Keshava. The film stars Karthik, Madhu Shalini, Daksha Mahendru and Velu in lead roles. The film had musical score...                See full summary »",115,4.4,357
Ennaku 20 Unakku 18,2003.0,,"Drama, Musical, Romance            ","    Preethi (Trisha) and Sridhar (Tarun) meet on a train and are interested in each other. Yet they fail to initiate any sort of personal conversation, even while knowing that the train ride ...                See full summary »",0,5.3,355
Bodyguard,2012.0,U,"Action, Comedy            ",    It is adapted from the hindi movie bodyguard.,150,5.1,353
Raju Gari Gadhi 3,2019.0,UA,"Comedy, Horror, Thriller            ","    An unknown spirit guards Maya against any possible threats from eve-teasers and Don Juans. But what happens when true love flourishes between Maya and Ashwin Babu, and the spirit isn't all too happy about it?",122,6.7,353
Josh,2009.0,UA,"Action, Family            ",    Satya is a college student. He discontinues his graduation studies in Vizag and comes to Hyderabad in search of a job. He runs into a fight with local college students who are influenced by...                See full summary »,167,6.2,351
Greeku Veerudu,2013.0,,Drama            ,    An overconfident businessman's journey of realizing the importance of family and turning from a stud to falling in love...,155,4.6,349
Lakshmi Narasimha,2004.0,U,"Action, Drama            ",    A story about good-gone-bad cop.,171,6.5,349
Autonagar Surya,2014.0,A,"Action, Crime, Drama            ","    Surya, a juvenile offender, completes his education in prison and upon release embarks on his dream project. However, he has to overcome numerous obstacles to turn his dream into a reality.",157,5.6,345
Style,2006.0,U,Musical            ,"    The story goes all around the dance. Prabhu Deva/Ganesh is a good dancer. He beats Anthony in one dance competition.But then, Anthony gets Ganesh beaten up, and Ganesh loses his legs in a ...                See full summary »",160,6.0,342
Shivamani,2003.0,U,"Action, Romance            ",    An ex cop goes in search of his lost girlfriend to Kerala and along way meets a news reporter who helps him to find his lover.,143,6.3,341
Surya vs. Surya,2015.0,,Drama            ,"    The film story revolves around a young man Surya (Nikhil Siddharth) who suffers with a heriditary disorder Porphyria, that prevents him from going outside during the day and enjoying the ...                See full summary »",0,6.8,339
Kavacham,2018.0,UA,"Action, Thriller            ",    A police officer from Vizag finds himself in a rut when false allegations are levied against him. He has 24 hours now to prove his innocence.,141,5.5,335
Chinnadana Nee Kosam,2014.0,,"Drama, Romance            ","    A typical man with a good heart finds love after sighting a beautiful woman. Upon her request to get her a home by asking an old man (an old man that saw the hero saving a woman), he makes ...                See full summary »",155,5.3,334
Hrudaya Kaleyam,2014.0,U,Comedy            ,    A comedy about a petty electronics thief.,114,5.7,334
Mama Manchu Alludu Kanchu,2015.0,UA,"Action, Comedy            ","    Bhaktavatsalam Naidu (Mohan Babu), who has married two women and has successfully managed to keep the secret of the other woman to both the ladies..Later part reveal why Naidu married two of them and also his wives knowing the truth.",136,6.1,331
Prathinidhi,2014.0,,"Drama, Thriller            ","    A mysterious figure, who calls himself as 'The Common Man', kidnaps the Chief Minister of the state and threatens to murder him unless his demands are met.",150,7.4,331
Meesrti,2005.0,,Action            ,,90,3.6,331
Khatarnak,2006.0,A,"Action, Comedy            ",    Villain makes Ravi Teja a police officer so that he can use him for his own purpose. But when he knows the truth things turn upside down.,152,3.6,331
Ritu,2009.0,U,"Drama, Family            ","    Sarath, Varsha and Sunny are childhood friends, who get separated due to career requirements. Later, when Sarath tries to unite with other two, he finds that they changed drastically.",137,7.1,330
Sri Ramadasu,2006.0,,"Biography, Musical            ",    Based on the life story of the great devotee-musician Bhakta Ramadasu,0,7.0,330
Jawaan,2017.0,UA,"Action, Thriller            ",    The planned robbery of a missile pits childhood friends against each other.,134,4.7,329
Maalai Nerathu Mayakkam,2016.0,A,"Drama, Romance            ",    An incompatible couple get into an arranged marriage.,123,6.4,328
Subedar Joginder Singh,2018.0,UA,"Action, Biography, Drama            ",    It is a biographical feature film on India's Highest Wartime Gallantry Award - Param Vir Chakra winner Subedar Joginder Singh. He fought three wars (as per records) for India before ...                See full summary »,139,7.1,325
Anasuya,2007.0,A,"Crime, Mystery, Thriller            ",    A spine-chilling suspense thriller about a cat and mouse game between a budding journalist and motivated serial killer.,139,7.3,323
Jil,2015.0,A,Action            ,    A firefighter earns the wrath of a don who believes him to be helping his aide gone rogue.,141,5.7,320
Andarivaadu,2005.0,,"Action, Comedy, Drama            ",    Govindarajulu (Chiranjeevi) is a labor leader who enjoys life in his own entertaining way. His son Siddardh (Chiranjeevi) heads a popular TV channel. Govindarajulu raises his son Siddardh ...                See full summary »,162,4.4,320
Aaha Kalyanam,2014.0,UA,"Comedy, Romance            ",    Partners of a wedding-planning firm face problems when they fall in love.,142,6.0,319
Allari Pidugu,2005.0,U,"Action, Drama, Romance            ",    Chakravarthy is a military officer. He has twins called Ranjith and Giri. Ranjit is very responsible kid with bright attitude. Giri is more of an innocent carefree guy. Chakravathy feels ...                See full summary »,171,2.7,319
Officer,2018.0,UA,"Action, Crime            ","    An honest officer fights to bring down a corrupt and dangerous cop, and attempts to bring down the entire Mumbai mafia with him.",122,3.4,318
Yaan,2014.0,U,"Action, Thriller            ",    A young man gets into trouble in a foreign country.,153,3.5,317
Madhuram,2014.0,,"Drama, Fantasy, Romance            ",    A coffee cup takes us through a journey exploring the seven stages of love.,63,8.3,314
Vasu,2002.0,,"Drama, Romance            ",    Vasu is a musician and is hated by his father due to his unemployment. He emerges into a famous musician with the inspiration of his girlfriend.,146,6.9,314
Shiva,2006.0,A,"Action, Crime, Drama            ","    Sangli-based Shiva Kumar re-locates to Mumbai to live with his brother, Daksh; Bhabi, Manasi; and their son. He gets recruited as a Sub-Inspector with Mumbai Police, and Manasi hopes that ...                See full summary »",160,4.0,314
Saakshyam,2018.0,UA,Action            ,    A group of people commit unspeakable crimes and are confident of getting away with it since there are no witnesses. But nature is witness to their crimes and when all five elements of ...                See full summary »,166,4.9,312
Babu Bangaram,2016.0,UA,"Action, Comedy            ",    A cop goes undercover to investigate a businesswoman and her father.,150,5.4,311
Pantham,2018.0,UA,Action            ,    Vikranth is a vigilante who has targeted 'Nayak Bhai' and his money. Who is Vikranth and what is his beef with Nayak forms the crux of the story.,122,6.4,304
Nippu,2012.0,,"Action, Comedy, Drama            ",    The story begins with Surya (Ravi Teja) who owns a gym center and he also has a good friend Sriram (Srikanth). Surya is in love with his friend's sister Meghna (Deeksha Seth) and after some...                See full summary »,159,3.8,303
Chanakya,2019.0,UA,"Action, Thriller            ",    Arjun aka Ramakrishna is a RAW marshall from Delhi who has a 100% success rate at nabbing terrorists. What happens when he makes enemies out of India's most wanted Ibrahim Qureshi and his son Sohail?,147,5.5,302
Jessie,2019.0,A,"Horror, Thriller            ","    Set in an abandoned house, the film follows a team of professional ghost hunters trying to conduct a paranormal investigation to unveil the mystery of two sisters, Jessie and Amy, where Amy shows unusual mental and physical behaviour.",106,7.0,300
Ninu Veedani Needanu Nene,2019.0,U/A,Comedy            ,    Ninu Veedani Needanu Nene is about a young man who gets mired in a dire situation and comes out successfully.,123,5.9,300
E,2006.0,U,"Action, Drama, Thriller            ","    E along with his friend Tony (Karunas) carries out small crimes to earn money. E brought up in tough conditions, grows up as a tough, fearless and emotionless guy. Meanwhile; ...                See full summary »",150,6.4,299
Meeku Matrame Chepta,2019.0,UA,Comedy            ,"    Rakesh, in an effort to woo his fiance, has promised her that he is a teetotaler. But when a compromising video of his leaks just two days before his wedding, all hell breaks loose.",120,6.2,297
Jay Jay,2003.0,,Romance            ,    A different concept of destiny for a love story.,156,5.6,297
Naaga,2003.0,,Action            ,,0,3.9,295
Venkatadri Express,2013.0,U,"Adventure, Comedy            ",    A simple train journey to Tirupathi goes horribly awry for Sundeep (Sundeep) and Prarthana (Rakul) after they miss boarding the Venkatadri Express.,127,6.9,294
Golkonda High School,2011.0,,"Drama, Family            ",    A school in financial trouble hires an ex-student with a chequered past to regain the glory of its once famous cricket program,130,6.8,294
Morning Raga,2004.0,,"Drama, Music            ","    Morning Raga is about the meeting of worlds. It is a story that brings the modern and traditional together, unites the past with present, Carnatic music with Western music, as never before ...                See full summary »",110,6.9,292
Anjaneyulu,2009.0,A,"Action, Comedy, Crime            ",    A news reporter joins a gang incognito to expose corrupt politicians as well as find out who killed his parents.,143,4.8,291
Thimiru,2006.0,U,Action            ,    A young medical student is plagued by local toughs and must fight to see justice done.,155,5.7,290
Loafer,2015.0,,"Action, Drama            ",    An evil father takes away his son from his wife and tries to corrupt the boy.,134,5.2,289
Tej I Love U,2018.0,U,Romance            ,"    Tej, a youngster who's highly attached to his family, is banished from his home by his uncle (Peddananna). He then finds himself in London, where he falls in love with Nandini. After long ...                See full summary »",122,5.4,288
Ism,2016.0,UA,Action            ,    Hackers and gangsters collide in this story about the fight against corruption.,132,5.8,284
Abhinetri,2016.0,UA,"Comedy, Horror            ",    The Telugu version of the trilingual horror-comedy wherein a husband finds out his wife is possessed. The Hindi version is Tutak Tutak Tutiya (2016) and the Tamil version is Devi(L) (2016),127,6.1,284
Allari Ramudu,2002.0,,"Action, Comedy, Drama            ",,0,4.3,284
Devadasu,2006.0,,Romance            ,"    Devadas is the typical poor guy, while Bhanumati is a rich NRI girl whose father is the senator of New York. They fall in love when the girl comes to India to learn classical dance. Coming ...                See full summary »",175,5.0,283
O Pitta Katha,2020.0,U,"Drama, Thriller            ",    Two men fall deeply in love with the same woman but when she suddenly gets kidnapped they get involved in the case to rescue her.,128,6.9,278
Subbu,2001.0,,Drama            ,,0,4.4,277
Pilla Nuvvu Leni Jeevitham,2014.0,A,"Action, Drama, Romance            ",    Seenu(Sai Dharam Tej) falls in love with Shailu(Regina) and proposes to her but gets rejected every time.Twist in the tale arises when Seenu comes to know that Shailu is in danger posed by ...                See full summary »,160,6.0,276
Boss,2006.0,U,Romance            ,"    Abandoned at birth at the Kasturba Annarthalay by her father, Gangulal, due to her gender, Anuradha grows up, and feels rejected when she is by-passed for adoption. When she grows up, she ...                See full summary »",151,4.2,276
Raghavendra,2003.0,,"Action, Drama, Romance            ",    Raghavendra's life comes to a standstill when his lover is killed by a ruthless don and starts to live a reclusive life. However circumstances forces him to fight against the perpetrators who have ruined his life.,151,4.9,274
Kondaveeti Simhasanam,2002.0,U,"Action, Drama            ",,180,4.0,272
Cinema Chupista Maava,2015.0,,Family            ,"    Kaththi(Raj Tarun) is a careless youth who spends his life without any goal. One fine day, he falls in love with a Bengali girl named Parineetha(Avika Gor) and her father has some conditions for him to marry her daughter.",143,6.1,271
Sri Jagadguru Adi Shankara,2013.0,,Drama            ,    The film is based on the life of 8th century philosopher Adi Shankara. The film is the sequel of the 2001 Telugu Devotional film Sri Manjunatha.,0,6.4,270
Hawaa,2019.0,UA,Crime            ,"    A Gripping Nightmarish Journey in Broad Daylight which revolves around 9 BRAINS, 9 CRIMES in 9 HOURS..!.",110,7.0,269
Toofan,2013.0,,Action            ,    ACP Vijay Khanna is transferred to Mumbai. He is assigned to an investigation that puts him face to face with the oil mafia.,137,3.0,268
Ongole Githa,2013.0,A,"Action, Comedy            ",    White(Ram) enters the Chilli market yard in Ongole at the age of 12. Adikeshava (Prakash Raj) is the chairman of that Chilli yard. White comes to know of Adikeshava's real character and ...                See full summary »,160,5.1,268
Chukkallo Chandrudu,2006.0,,Drama            ,    A rich boy tries to identify the girl to marry from his 3 childhood friends.,146,5.4,268
Sankranthi,2005.0,U,Drama            ,"    Raghavendra, Vishnu, Chinna, and Vamsi are brothers. Raghavendra and Anjali (Arti Agarwal) fall in love and they are relatives as well. They get engaged with the consent of parents. But ...                See full summary »",160,6.2,266
Eeshwar,2002.0,,"Action, Drama            ",,0,5.2,265
Maruthu,2016.0,UA,"Action, Drama            ",    Maruthu is a rustic action entertainer where Vishal plays the role of a labourer. The story revolves around his relationship with his grandmother.,146,5.2,263
Police Police,2010.0,A,Action            ,"    Srikanth (S.P Ranadheer) appears as the protagonist while Prithviraj Sukumaran (D.S.P) appears as the antagonist. Srikanth is a sincere cop who tries to remove the wrong doers, whereas ...                See full summary »",142,5.6,261
Evvarikee Cheppoddu,2019.0,U,Drama            ,"    Hari and Harathi are in love, but Harathi's father won't agree to their relationship because of their caste differences.",133,7.3,261
Sudigaadu,2012.0,UA,"Action, Comedy            ","    Join Shiva, a larger than life hero on a madcap journey to find his kidnapped parents and to capture a notorious criminal.",140,5.7,260
Rama Rama Krishna Krishna,2010.0,UA,"Action, Comedy, Drama            ",    After his wife's murder he give up Mumbai and goes to a village with his two sisters for their safety.,161,5.4,260
Geethanjali,2014.0,A,"Comedy, Horror            ",    Filmmakers are haunted by a woman who committed suicide.,135,6.3,259
Sri Manjunatha,2001.0,U,"Drama, Family, History            ",    The story of the famous Saint-Poet Manjunatha.,152,6.9,259
Vennela,2005.0,UA,Romance            ,,133,7.0,258
Jaguar,2016.0,,Action            ,"    Krishna, a young medical student, strikes against corrupt figures of power as a vigilante and tries to decribes his father's injustice death while trying to win the love of his friend's sister as a college student.",153,5.6,257
Marshal,2019.0,,Action            ,"    Marshal is a medical crime thriller movie directed by Jai Raaja Singh and produced by Abhay Adaka. The movie cast includes Srikanth, Abhay, Megha Chowdhury and Rashmi are in the lead roles. Yaadagiri Varikuppala scored music.",143,6.9,257
Maska,2009.0,,"Action, Comedy, Drama            ",    An unemployed slacker attempts to woo and marry a woman who is going to live abroad.,156,5.2,254
Mehbooba,2018.0,UA,"Action, Drama, Romance            ",    Mehbooba movie is a romantic love story in the backdrop of 1971 Indo-Pak war.,152,5.7,253
Adhinayakudu,2012.0,,"Action, Drama            ",    A Grandson from a political family struggles to level up with his father and grandfather. Balakrishna plays all three roles in this film.,0,3.6,250
Lakshyam,2007.0,UA,"Action, Drama, Romance            ",    A tale of brotherhood and love .,164,6.1,249
Adavi Ramudu,2004.0,UA,"Action, Romance            ","    A poor man from a small village attends an urban college and wins the heart of a woman from a wealthy and powerful family. Her relatives disapprove. Eventually, the pair flee into the forest and are pursued by her angry family.",0,4.0,249
Mathangi,2016.0,UA,Horror            ,"    King Udayapandyan ruled some provinces of Tamil Nadu, 600 years ago. He fell in love with a huntress named Mathangi (Ramya Krishnan), married her and built her a bungalow near the forest. ...                See full summary »",145,4.2,247
Oka Chinna Viramam,2020.0,U,Thriller            ,"    Deepak is a businessman immensely in love with his pregnant wife Sameera . But when his idea of raising profits for his business puts her in trouble, he teams up with Balu (Naveen Neni) and Maya to save her.",95,7.3,244
Nenu Lenu,2019.0,UA,Drama            ,"    Nenu Lenu is the story of Eeshwar (Harshit), an orphan who falls for Parvati's (Sri Padma) honesty in the first sight and convinces her to marry him after much effort. In time, a gang of ...                See full summary »",118,7.3,244
Mrugaraaju,2001.0,U,"Action, Adventure, Thriller            ","    Raju lives a poor lifestyle in rural India along with his parents. He meets with a wealthy city girl, both fall in love, and get married much to the chagrin of her father who decides to ...                See full summary »",147,4.4,244
Bharani,2007.0,U,"Action, Drama            ","    Bharani, a hot headed man, tries to peacefully resolve the conflict between the families, from the one which he belongs, and the one from which his lover belongs. But several circumstances force him to use his fist than his heart first.",145,5.8,243
Dil,2003.0,,"Action, Romance            ","    Seenu has enrolled at the same college attended by Nandini, the only daughter of a don. Seenu is angry when her father's men beat him just because they think the two are falling in love, but it also becomes a challenge to win Nandini.",180,7.0,243
Ullasanga Utsahanga,2008.0,,Romance            ,    A complicated love story between childhood friend BALAJI and only friend Arvind. Which one Dhana should choose to spend his entire life with?,0,6.9,242
Kedi,2010.0,UA,Action            ,"    Ramesh, nicknamed Rummy (Nagarjuna) loves his childhood friend Janaki, who asks him to become rich and powerful before marrying her. With this motive, Rummy starts gambling and becomes rich in no time.",153,4.7,241
Shock,2006.0,,Action            ,    A man takes revenge from two corrupt encounter specialist officers and a criminal lawyer for framing him as a maoist and for killing his wife and unborn child.,0,5.4,241
Jyo Achyutananda,2016.0,U,"Comedy, Drama, Romance            ","    Achyut and Anand are brothers, Jyosthna is a tenant in their home. Both the brothers try impressing her.",125,6.5,240
Mithunam,2012.0,U,"Drama, Family            ","    Wedded together for fifty years, knowing each other inside out, Appadaasu and Buchchi Laxmi fill their retired days with raw quarrels and ripe loves. Emotional entanglements enslave them to...                See full summary »",120,7.7,240
Palasa 1978,2020.0,A,"Action, Drama            ","    Mohan Rao and his elder brother face Pedda Shavukar and Chinna Shavukar, a political battle where low caste fights the high caste power.",144,7.6,240
Boy,2019.0,U,"Comedy, Drama            ",    A boy's story during the final days of his high school.,129,6.9,237
Ninnu Choodalani,2001.0,,Romance            ,    The twin cities sport two sweet shop giants in the form of Siva Reddy (K Vishwanath) and Sahadeva Reddy (Kaikala Satyanarayana). Venu (Jr. NTR) is the teenage grandson of Siva Reddy and ...                See full summary »,0,4.4,235
Jayam,2002.0,,"Action, Drama, Romance            ","    Jayam is a 2002 Telugu film produced and directed by Teja on Chitram Movies banner. Starring Nithiin, Sadha, and Gopichand in the lead roles and music composed by R. P. Patnaik.The story is...                See full summary »",152,6.3,234
Mugguru,2011.0,U,Comedy            ,,0,5.0,233
Ganesh,2009.0,UA,Romance            ,,0,5.0,233
Arjun Reddy,2017.0,UA,"Drama, Romance            ",    A thief falls in love and this changes his life.,143,5.0,232
Vangaveeti,2016.0,A,"Action, Biography, Crime            ",    The life story of slain legislator Vangaveeti Mohan Ranga Rao who was assassinated during the NT Rama Rao regime in 1989.,142,6.2,232
Chandamama Kathalu,2014.0,,Drama            ,    Intertwining stories of people belonging to a cross section of society.,134,7.2,232
Chandamama,2007.0,U,"Drama, Romance            ",    Mahalakshmi confesses to her fiance that whilst at school in city she fell in love with a boy who broke her heart. The fiance sets out to find the philandering boy to teach him a lesson and...                See full summary »,0,6.7,232
Rowdy Fellow,2014.0,,"Action, Romance            ","    An egoistic wealthy man becomes a cop to settle a score, but gets into a feud with a local politician.",150,6.7,231
Shirdi Sai,2012.0,U,"Biography, Drama, Musical            ",    Biopic of shirdi sai baba.,145,6.7,230
Manasantha Nuvve,2001.0,,"Drama, Family, Romance            ","    A young man and a young girl who love each other, gets separated in their childhood. A lot of things happen later in their lives. But they get united finally.",157,7.1,229
Bhale Manchi Roju,2015.0,,"Action, Romance            ",    The story revolves around a guy who gets trapped in a situation where he is forced to kidnap a girl in order save his loved ones.,134,6.9,228
Devi Putrudu,2001.0,,"Drama, Fantasy            ",    Archeologist balaram doesn't believe in God and tries to find out the mystery of water torque in sea at ancient Dwaraka. Balaram believes that there is a mystery behind that's a strange ...                See full summary »,161,5.8,227
Super Duper,2019.0,UA,"Comedy, Thriller            ","    Two petty criminals end up kidnapping the wrong woman, and end up in a situation where they have to deal with a kingpin of a drug mafia.",118,6.6,226
Subhash Chandra Bose,2005.0,U,"Action, Drama, History            ","    Amarchandra lives a poor lifestyle in British India along with his mom, dad, Baba Thakur, and a sister. His dad works as a guard with the British Army, which is commandeered locally by ...                See full summary »",0,3.1,225
Hyderabad Blues 2,2004.0,A,"Drama, Comedy            ","    Six years after they got married, Ashwini and Varun come across a new challenge which tests the integrity of their marriage.",0,6.2,225
Veera Bhoga Vasantha Rayalu,2018.0,UA,"Crime, Thriller            ","    A cop is pursuing a dangerous man who is behind the disappearance of a flight with innocent passengers, and orphan girls. Will he be nabbed?",132,6.7,224
Kalyana Vaibhogame,2016.0,U,"Comedy, Drama            ","    Shourya (Naga Shourya) is a gaming software professional in Hyderabad. He is just 23 years old but his parents want him to get married before his aging grandmother dies. He wants freedom, ...                See full summary »",158,6.8,221
Heza,2019.0,UA,Drama            ,    A musician and his wife are haunted by an evil eye hex witch who tries to find her source for mortal life through them. The protagonist slums into unrest to escape from the demonic witch's grave peal.,111,7.4,220
Nenunnanu,2004.0,,Action            ,,0,5.3,218
Routine Love Story,2012.0,,"Comedy, Romance            ",    Sanju (Sundeep Kishan) is a college going student who falls for a girl Tanvi (Regina Cassandra) at first sight. They get along over a period of time but unsure of the advancing in their ...                See full summary »,124,6.0,216
Guna 369,2019.0,UA,"Action, Drama            ",    Guna (Karthikeya) is a happy-go-lucky guy who believes the solution to solving issues is not through violence but through compromise. But what happens when he's forced to the extremes by someone close to him?,146,6.3,216
Anandam,2001.0,,Romance            ,"    Kiran (Akash) and Aishwarya (Rekha) are neighbors for 20 years in Hyderabad. They study in the same college and immensely hate each other. Rekha's parents shift to Ooty. In Ooty house, ...                See full summary »",165,7.1,216
Masala,2013.0,,"Action, Comedy            ",    Balaram (Venkatesh) is a good hearted strongman of the village of Bheemarajapuram. He treats everyone with fairness and takes care of their needs. But there is one thing that Balaram cannot...                See full summary »,160,5.3,215
Entha Manchivaadavuraa,2020.0,U,"Action, Drama            ","    Balu loses both of his parents in his childhood and he grows up as an orphan. Because of this, he starts an organization named ""All Is Well"" to supply emotions to the needy.",152,5.5,215
Ruler,2019.0,,"Action, Drama            ","    Bhumika and Vedhika are trying hard to remind Balayya of his past. In the process, they take him to the villain's residence and asks to fight with him. Now, time for yet another fight",130,3.6,214
Om Namo Venkatesaya,2017.0,U,"Biography, Fantasy            ",    The life of Hathiram Baba is chronicled in this devotional biopic.,140,7.2,213
Gundello Godari,2013.0,,"Adventure, Drama, Romance            ","    Gundello Godari is about a newlywed couple who are forced to battle it out against a devastating flood of the River Godavari. They lose all hope of survival, so they decide to narrate the ...                See full summary »",108,4.8,213
Paper Boy,2018.0,,Romance            ,    The film is a rom-com which explores the life of a young paperboy.,125,6.5,212
Mister,2017.0,UA,Drama            ,"    Chai lives in Spain with his family where he meets and falls in love with Meera. Chai's fate takes a turn when he travels to India and meets Chandramukhi, who falls for him.",160,3.9,212
Raju Gari Gadhi,2015.0,UA,Horror            ,    There is a haunted house in Nandigama. Dead bodies of 34 people resurface in house's well over a period of time. A TV channel plans to host a reality show in that haunted house.,135,5.0,211
Dharma Bhai,2018.0,UA,"Action, Drama            ","    Teja, a software engineer's plans to take down corruption are inspired by real-life incidents that took place in 2014 at Kukapally, Hyderabad.",130,3.0,205
Software Sudheer,2019.0,UA,Drama            ,"    Chandu and Swathi are Software engineers. Chandu is an average guy who never misses an opportunity to impress Swathi. Once Swathi recognizes Chandu's honesty and innocence, the affair ...                See full summary »",125,6.0,205
Bhageeratha,2005.0,,"Action, Drama            ",    Krishna Lanka is an island in Godavari districts. The only way of commuting to that island is by boats. Lots of people die due to bad whether conditions while they travel. Krishna Lanka's ...                See full summary »,0,5.6,205
Azaad,2000.0,,"Action, Drama            ","    Anjali is a Journalist, who lives a middle-class lifestyle along with her widower dad in Hyderabad, Andhra Pradesh. One day while traveling by State Transport bus along with her dad and her...                See full summary »",0,6.2,205
Minugurulu,2012.0,,"Drama, Family            ","    Raju a 13 year old child passionate about films who always wanted to be a filmmaker become blind in an accident. Drunkard and irresponsible father puts Raju in a blind orphanage,claiming ...                See full summary »",109,7.5,204
Vijayendra Varama,2004.0,A,"Action, Thriller            ","    A man(Balakrishna) living in a village with a wife(Laya) and a child finds out that he is good at combative skills. After learning that he has amnesia, he goes in his search to find his identity and his past.",0,2.0,203
Mogudu,2011.0,UA,Drama            ,"    A couple truly in love get married. On the day of marriage just after the ritual due to a stupid reason an argument sparks, egoes crash which turns into violence. The couple separates. How they finally unite is rest of the movie.",159,3.8,202
Jayam Manadera,2000.0,,Drama            ,    Abhiram is a fun loving guy staying with his parents in London. 8 people won the contest of an opportunity to tour Europe. Uma is one of them. Abhiram likes Uma and acts as a tour companion for them during their stay in Europe.,151,6.3,202
Oxygen,2017.0,UA,"Action, Thriller            ","    Krishna arrives in India to get married to Shruti, but when Krishna saves her father from an attack, it is revealed he has a hidden agenda.",156,5.5,201
Bezawada,2011.0,A,"Action, Crime            ","    A man vows to avenge the death of his brothers, after they killed by a goon, who is also an aspiring politician. How he avenges forms the rest of the story of this violent saga set in a land of bloodshed and wars.",105,3.3,198
Satyam,2003.0,,Romance            ,"    Despite his best intentions, Satyam, an aspiring songwriter, is misunderstood by his family and his love interest, Ankita.",144,6.7,198
Avunu Valliddaru Ishtapaddaru,2002.0,U,"Comedy, Romance, Drama            ",,150,6.6,198
Baladoor,2008.0,UA,"Action, Comedy            ","    Chanti respects his uncle Rama Krishna more than his father Purshrotam. Rama Krishna has enmity with Umapathi because of something that happened 20 years ago. Later, Chanti is kicked out of...                See full summary »",0,4.0,197
2 Hours Love,2019.0,UA,Romance            ,    Story of a couple in a contractual relationship where they meet only for 2 hours a day and behave like strangers during other times.,150,6.7,197
MLA,2018.0,UA,"Action, Drama            ",    An intelligent youngster is faced with a situation to win in the state legislative assembly elections in order to win the approval of his father-in-law.,130,5.2,194
Radha,2017.0,,"Action, Comedy, Romance            ",    A romantic drama starring Sharwanand and Lavanya Tripathi.,126,5.4,192
Srimannarayana,2012.0,,Drama            ,"    A journalist fights crime, while getting revenge for his father's death.",135,4.1,190
Katha Screenplay Darsakatvam: Appalaraju,2011.0,,Comedy            ,    An aspiring director gets his chance to direct his dream project only to get his project changed by the film crew from an emotional drama to a comedy one.,0,5.0,190
Maharadhi,2007.0,,Action            ,    A common man and his Handicap Sister struggles in the modern world. How they are gonna fight them back is all story about.,149,2.1,189
Speedunnodu,2016.0,UA,"Comedy, Romance            ",    Speedunnodu is a remake of the Tamil hit film - Sundarapandian. The film is a romantic comedy about a young man and the girl he is trying to woo for his friend.,120,4.6,188
Asura,2015.0,,"Action, Drama            ",    The story deals with the ego between a jailor(cop) and the prisoner who is subjected to death.,120,6.5,187
Palnati Brahmanayudu,2003.0,,"Action, Drama            ",    The Saga of a village where the ancient religious commandments are believed. A man(Balakrishna) fulfills his destiny to bring justice to his village.,180,2.5,187
@ Nartanasala,2018.0,Not Rated,Drama            ,"    Naga Shourya is a young man who always wants women to be independent in life. In this process, he solves a girl called Manasa's problems and falls in love during the course of time. Just ...                See full summary »",139,3.7,185
Nuvvu Nenu,2001.0,,Romance            ,,135,6.7,185
Vijetha,2018.0,U,Drama            ,    Srinivasa Rao (Murli Sharma) does his best to give his children everything they seek and fulfil even the smallest of their desires. His son Ram (Kalyaan Dhev) grows up oblivious to all the ...                See full summary »,141,6.8,182
Vasantham,2003.0,,"Drama, Romance            ",    The story revolves around two friends who overcome the problems in their personal marriage lives with their friendship.,0,5.6,178
Kataka,2017.0,UA,"Horror, Thriller            ",    Kumar who works in a city as school teacher is fed up of the city life and plans to come back to his native and fulfill his dream of starting a school which will offer a stress less ...                See full summary »,107,7.5,173
Dongala Mutha,2011.0,U,"Action, Crime, Thriller            ",    3 people try to escape from the captivity of a group of kidnappers.,90,3.7,173
W/o Ram,2018.0,UA,Thriller            ,"    Deeksha, wife of Ram takes it in her own hands to find her husband's murderer when police refused to help her.",122,6.0,171
James Bond,2015.0,,"Action, Comedy            ","    A down-to-earth software employee marries a lady without knowing about her past and criminal activities. Halfway through his marriage, he finds out her background and decides to run away, but ultimately comes to terms with his problems.",142,5.5,170
